image_id,image_path,mask_path,has_defect
9d9020e1d.jpg,train_images/9d9020e1d.jpg,masks/9d9020e1d.png,1
736c09835.jpg,train_images/736c09835.jpg,masks/736c09835.png,1
b9752d783.jpg,train_images/b9752d783.jpg,masks/b9752d783.png,1
192e256ba.jpg,train_images/192e256ba.jpg,masks/192e256ba.png,1
00f1665e6.jpg,train_images/00f1665e6.jpg,masks/00f1665e6.png,1
6f0683e45.jpg,train_images/6f0683e45.jpg,masks/6f0683e45.png,1
22031aa8f.jpg,train_images/22031aa8f.jpg,masks/22031aa8f.png,1
9ea3ea37b.jpg,train_images/9ea3ea37b.jpg,masks/9ea3ea37b.png,1
034941f9d.jpg,train_images/034941f9d.jpg,masks/034941f9d.png,1
ab2b3d3d9.jpg,train_images/ab2b3d3d9.jpg,masks/ab2b3d3d9.png,1
43fcd5c0b.jpg,train_images/43fcd5c0b.jpg,masks/43fcd5c0b.png,1
629900275.jpg,train_images/629900275.jpg,masks/629900275.png,1
3a773f5e3.jpg,train_images/3a773f5e3.jpg,masks/3a773f5e3.png,1
1f43421a7.jpg,train_images/1f43421a7.jpg,masks/1f43421a7.png,1
889c66e18.jpg,train_images/889c66e18.jpg,masks/889c66e18.png,1
8de366fb3.jpg,train_images/8de366fb3.jpg,masks/8de366fb3.png,1
751db247d.jpg,train_images/751db247d.jpg,masks/751db247d.png,1
9252073f0.jpg,train_images/9252073f0.jpg,masks/9252073f0.png,1
a32f079ad.jpg,train_images/a32f079ad.jpg,masks/a32f079ad.png,1
52f589500.jpg,train_images/52f589500.jpg,masks/52f589500.png,1
ce43bdd06.jpg,train_images/ce43bdd06.jpg,masks/ce43bdd06.png,1
a6aceec2e.jpg,train_images/a6aceec2e.jpg,masks/a6aceec2e.png,1
349baa83f.jpg,train_images/349baa83f.jpg,masks/349baa83f.png,1
e58764ee5.jpg,train_images/e58764ee5.jpg,masks/e58764ee5.png,1
a7c57d74f.jpg,train_images/a7c57d74f.jpg,masks/a7c57d74f.png,1
931c4b9aa.jpg,train_images/931c4b9aa.jpg,masks/931c4b9aa.png,1
bc2756713.jpg,train_images/bc2756713.jpg,masks/bc2756713.png,1
45d8e1473.jpg,train_images/45d8e1473.jpg,masks/45d8e1473.png,1
0b4c8e681.jpg,train_images/0b4c8e681.jpg,masks/0b4c8e681.png,1
b10ca1dc4.jpg,train_images/b10ca1dc4.jpg,masks/b10ca1dc4.png,1
ada844648.jpg,train_images/ada844648.jpg,masks/ada844648.png,1
97e7fd732.jpg,train_images/97e7fd732.jpg,masks/97e7fd732.png,1
e43b67340.jpg,train_images/e43b67340.jpg,masks/e43b67340.png,1
6bc7c35cd.jpg,train_images/6bc7c35cd.jpg,masks/6bc7c35cd.png,1
0e0f06208.jpg,train_images/0e0f06208.jpg,masks/0e0f06208.png,1
f84ae7a4b.jpg,train_images/f84ae7a4b.jpg,masks/f84ae7a4b.png,1
6eeaaa295.jpg,train_images/6eeaaa295.jpg,masks/6eeaaa295.png,1
cee5fab38.jpg,train_images/cee5fab38.jpg,masks/cee5fab38.png,1
d245c4e7f.jpg,train_images/d245c4e7f.jpg,masks/d245c4e7f.png,1
786faedc1.jpg,train_images/786faedc1.jpg,masks/786faedc1.png,1
6714ba056.jpg,train_images/6714ba056.jpg,masks/6714ba056.png,1
c6f74537e.jpg,train_images/c6f74537e.jpg,masks/c6f74537e.png,1
9ea9ca4c8.jpg,train_images/9ea9ca4c8.jpg,masks/9ea9ca4c8.png,1
ea5c8ec19.jpg,train_images/ea5c8ec19.jpg,masks/ea5c8ec19.png,1
5af757935.jpg,train_images/5af757935.jpg,masks/5af757935.png,1
c9d24ef83.jpg,train_images/c9d24ef83.jpg,masks/c9d24ef83.png,1
0c59df320.jpg,train_images/0c59df320.jpg,masks/0c59df320.png,1
943c5abcd.jpg,train_images/943c5abcd.jpg,masks/943c5abcd.png,1
e44a065d8.jpg,train_images/e44a065d8.jpg,masks/e44a065d8.png,1
b1e9c469c.jpg,train_images/b1e9c469c.jpg,masks/b1e9c469c.png,1
f6d0cca5b.jpg,train_images/f6d0cca5b.jpg,masks/f6d0cca5b.png,1
fcea4a36f.jpg,train_images/fcea4a36f.jpg,masks/fcea4a36f.png,1
f39c2310c.jpg,train_images/f39c2310c.jpg,masks/f39c2310c.png,1
22bd428e0.jpg,train_images/22bd428e0.jpg,masks/22bd428e0.png,1
d3e44d1b4.jpg,train_images/d3e44d1b4.jpg,masks/d3e44d1b4.png,1
277ebde3b.jpg,train_images/277ebde3b.jpg,masks/277ebde3b.png,1
87e057954.jpg,train_images/87e057954.jpg,masks/87e057954.png,1
ea2ebb194.jpg,train_images/ea2ebb194.jpg,masks/ea2ebb194.png,1
935654dc9.jpg,train_images/935654dc9.jpg,masks/935654dc9.png,1
82f6ab6aa.jpg,train_images/82f6ab6aa.jpg,masks/82f6ab6aa.png,1
b68b9258c.jpg,train_images/b68b9258c.jpg,masks/b68b9258c.png,1
cd5b14850.jpg,train_images/cd5b14850.jpg,masks/cd5b14850.png,1
82bee96b8.jpg,train_images/82bee96b8.jpg,masks/82bee96b8.png,1
49fa7d0fa.jpg,train_images/49fa7d0fa.jpg,masks/49fa7d0fa.png,1
2f69f62ae.jpg,train_images/2f69f62ae.jpg,masks/2f69f62ae.png,1
fbf282a60.jpg,train_images/fbf282a60.jpg,masks/fbf282a60.png,1
b3920826e.jpg,train_images/b3920826e.jpg,masks/b3920826e.png,1
2ba3dadde.jpg,train_images/2ba3dadde.jpg,masks/2ba3dadde.png,1
817c6c7a8.jpg,train_images/817c6c7a8.jpg,masks/817c6c7a8.png,1
267aa0d33.jpg,train_images/267aa0d33.jpg,masks/267aa0d33.png,1
8be1d2178.jpg,train_images/8be1d2178.jpg,masks/8be1d2178.png,1
e96249f5a.jpg,train_images/e96249f5a.jpg,masks/e96249f5a.png,1
277b133dc.jpg,train_images/277b133dc.jpg,masks/277b133dc.png,1
17b3f9421.jpg,train_images/17b3f9421.jpg,masks/17b3f9421.png,1
c75e6bd36.jpg,train_images/c75e6bd36.jpg,masks/c75e6bd36.png,1
de90cb5f1.jpg,train_images/de90cb5f1.jpg,masks/de90cb5f1.png,1
7ee4ba925.jpg,train_images/7ee4ba925.jpg,masks/7ee4ba925.png,1
07732248e.jpg,train_images/07732248e.jpg,masks/07732248e.png,1
faa0cdf84.jpg,train_images/faa0cdf84.jpg,masks/faa0cdf84.png,1
622086df1.jpg,train_images/622086df1.jpg,masks/622086df1.png,1
a835a0e50.jpg,train_images/a835a0e50.jpg,masks/a835a0e50.png,1
78c1353e7.jpg,train_images/78c1353e7.jpg,masks/78c1353e7.png,1
07cd0a3e9.jpg,train_images/07cd0a3e9.jpg,masks/07cd0a3e9.png,1
397bdbbf6.jpg,train_images/397bdbbf6.jpg,masks/397bdbbf6.png,1
02d573611.jpg,train_images/02d573611.jpg,masks/02d573611.png,1
de6c85c29.jpg,train_images/de6c85c29.jpg,masks/de6c85c29.png,1
8f7032bd2.jpg,train_images/8f7032bd2.jpg,masks/8f7032bd2.png,1
294d6d5f8.jpg,train_images/294d6d5f8.jpg,masks/294d6d5f8.png,1
81891e821.jpg,train_images/81891e821.jpg,masks/81891e821.png,1
127a4a097.jpg,train_images/127a4a097.jpg,masks/127a4a097.png,1
a335fc5cc.jpg,train_images/a335fc5cc.jpg,masks/a335fc5cc.png,1
d68b1117c.jpg,train_images/d68b1117c.jpg,masks/d68b1117c.png,1
f32bb5699.jpg,train_images/f32bb5699.jpg,masks/f32bb5699.png,1
464a009f9.jpg,train_images/464a009f9.jpg,masks/464a009f9.png,1
27207fb2e.jpg,train_images/27207fb2e.jpg,masks/27207fb2e.png,1
7f67ad59d.jpg,train_images/7f67ad59d.jpg,masks/7f67ad59d.png,1
15796b4d5.jpg,train_images/15796b4d5.jpg,masks/15796b4d5.png,1
1a33e152d.jpg,train_images/1a33e152d.jpg,masks/1a33e152d.png,1
4eb8c6514.jpg,train_images/4eb8c6514.jpg,masks/4eb8c6514.png,1
b3aa31a86.jpg,train_images/b3aa31a86.jpg,masks/b3aa31a86.png,1
975f12b62.jpg,train_images/975f12b62.jpg,masks/975f12b62.png,1
64782db0a.jpg,train_images/64782db0a.jpg,masks/64782db0a.png,1
0d365d98c.jpg,train_images/0d365d98c.jpg,masks/0d365d98c.png,1
c26912861.jpg,train_images/c26912861.jpg,masks/c26912861.png,1
09b428fe0.jpg,train_images/09b428fe0.jpg,masks/09b428fe0.png,1
f89ce1e24.jpg,train_images/f89ce1e24.jpg,masks/f89ce1e24.png,1
008d0f87b.jpg,train_images/008d0f87b.jpg,masks/008d0f87b.png,1
190190a6f.jpg,train_images/190190a6f.jpg,masks/190190a6f.png,1
b881357b7.jpg,train_images/b881357b7.jpg,masks/b881357b7.png,1
f9668c7cd.jpg,train_images/f9668c7cd.jpg,masks/f9668c7cd.png,1
364c83806.jpg,train_images/364c83806.jpg,masks/364c83806.png,1
428586f79.jpg,train_images/428586f79.jpg,masks/428586f79.png,1
9612e2ee3.jpg,train_images/9612e2ee3.jpg,masks/9612e2ee3.png,1
ca4309568.jpg,train_images/ca4309568.jpg,masks/ca4309568.png,1
ea463471d.jpg,train_images/ea463471d.jpg,masks/ea463471d.png,1
649890305.jpg,train_images/649890305.jpg,masks/649890305.png,1
fb8c8f732.jpg,train_images/fb8c8f732.jpg,masks/fb8c8f732.png,1
e75c7bbd9.jpg,train_images/e75c7bbd9.jpg,masks/e75c7bbd9.png,1
